Age of Employee,Employee Attrition Needed,Business Travel,Dept,Education Degree,Emp. No.,Gender,Job Level,Role,Job Satisfaction Rate,Marital Status,Income per month,No. of Companies Worked,Over Time,Salary Growth Rate,Performance Rate,Employment Span,Years At Company,Years In Current Position,Years Since Last Promotion,Duration with Current Manager
39,Yes,Travel_Rarely,Research & Development,Medical,1310,Male,1,Research Scientist,1,Single,3904,0,No,13,3,6,5,2,0,3
30,No,Travel_Rarely,Research & Development,Technical Degree,1311,Female,2,Laboratory Technician,4,Married,4627,0,No,12,3,10,9,2,6,7
36,No,Travel_Rarely,Research & Development,Technical Degree,1312,Female,3,Healthcare Representative,3,Married,7094,3,No,12,3,10,7,7,1,7
46,No,Travel_Rarely,Human Resources,Life Sciences,1314,Female,1,Human Resources,1,Single,3423,6,No,12,3,10,7,6,5,7
28,No,Non-Travel,Research & Development,Life Sciences,1315,Female,2,Laboratory Technician,4,Married,6674,0,No,11,3,10,9,8,7,5
40,Yes,Travel_Rarely,Sales,Marketing,1318,Male,3,Sales Executive,2,Single,9094,2,Yes,12,3,9,5,4,1,0
39,No,Travel_Rarely,Research & Development,Life Sciences,1322,Male,2,Manufacturing Director,3,Single,4534,0,No,11,3,9,8,7,1,7
31,Yes,Travel_Frequently,Sales,Life Sciences,1331,Female,1,Sales Representative,2,Single,2302,1,Yes,11,3,3,3,2,2,2
44,Yes,Travel_Rarely,Research & Development,Life Sciences,1333,Male,1,Laboratory Technician,1,Married,2362,4,No,12,3,10,3,2,1,2
34,No,Travel_Rarely,Research & Development,Life Sciences,1344,Male,3,Healthcare Representative,4,Divorced,8500,0,No,11,3,10,9,7,1,6
41,No,Travel_Frequently,Sales,Marketing,1349,Female,2,Sales Executive,1,Divorced,4103,0,No,17,3,10,9,3,1,7
35,No,Travel_Frequently,Research & Development,Life Sciences,1350,Male,2,Research Scientist,3,Single,4249,1,Yes,11,3,9,9,6,1,1
38,No,Travel_Rarely,Sales,Life Sciences,1355,Female,2,Sales Executive,1,Divorced,6893,3,No,15,3,11,7,7,1,7
25,No,Travel_Rarely,Research & Development,Medical,1358,Male,1,Laboratory Technician,4,Married,3669,3,No,11,3,7,3,2,1,2
36,No,Travel_Frequently,Sales,Marketing,1362,Female,2,Sales Executive,1,Married,4639,2,No,16,3,17,15,7,6,13
48,No,Travel_Rarely,Research & Development,Life Sciences,1363,Male,3,Manufacturing Director,4,Single,7898,1,No,11,3,11,10,9,0,8
27,No,Travel_Rarely,Sales,Medical,1364,Female,1,Sales Representative,4,Married,2534,8,No,14,3,5,1,0,0,0
18,No,Non-Travel,Research & Development,Life Sciences,1368,Female,1,Laboratory Technician,4,Single,1611,1,No,15,3,0,0,0,0,0
35,No,Travel_Rarely,Research & Development,Medical,1369,Female,2,Laboratory Technician,4,Married,5363,0,No,12,3,10,9,7,0,0
34,No,Travel_Rarely,Research & Development,Medical,1377,Male,2,Laboratory Technician,3,Married,5429,4,No,13,3,10,8,7,7,7
31,Yes,Travel_Frequently,Sales,Life Sciences,1379,Female,1,Sales Representative,4,Single,2785,7,No,14,3,3,1,0,0,0
35,Yes,Travel_Frequently,Sales,Marketing,1380,Female,2,Sales Executive,3,Married,4614,0,Yes,18,3,5,4,2,3,2
38,No,Travel_Frequently,Research & Development,Life Sciences,1382,Male,1,Research Scientist,3,Divorced,2610,1,No,11,3,4,4,2,0,3
34,No,Travel_Rarely,Research & Development,Technical Degree,1383,Female,2,Healthcare Representative,4,Single,6687,1,No,11,3,14,14,11,4,11
28,No,Travel_Rarely,Sales,Life Sciences,1387,Male,2,Sales Executive,1,Married,4724,1,No,11,3,5,5,3,0,4
31,Yes,Travel_Rarely,Research & Development,Medical,1389,Male,2,Manufacturing Director,3,Married,6179,1,Yes,15,3,10,10,2,6,7
39,No,Travel_Rarely,Sales,Life Sciences,1390,Male,2,Sales Executive,4,Married,6120,3,Yes,12,3,8,5,4,1,4
51,No,Travel_Frequently,Sales,Marketing,1391,Male,3,Sales Executive,2,Married,10596,2,No,11,3,14,4,2,3,2
41,No,Travel_Frequently,Research & Development,Life Sciences,1392,Female,2,Research Scientist,4,Divorced,5467,3,Yes,14,3,12,6,2,3,3
37,No,Travel_Rarely,Research & Development,Life Sciences,1394,Male,1,Research Scientist,3,Married,2996,7,Yes,15,3,8,6,4,1,3
33,No,Travel_Frequently,Sales,Life Sciences,1395,Male,2,Sales Executive,4,Married,9998,6,No,13,3,8,5,4,1,2
32,No,Travel_Rarely,Sales,Marketing,1396,Male,2,Sales Executive,2,Married,4078,0,Yes,13,3,4,3,2,1,2
25,No,Travel_Rarely,Sales,Life Sciences,1399,Male,2,Sales Executive,3,Married,6232,2,No,11,3,6,3,2,1,2
52,No,Travel_Frequently,Research & Development,Medical,1401,Female,4,Manufacturing Director,3,Married,13247,2,Yes,11,3,24,5,3,0,2
27,No,Travel_Rarely,Sales,Marketing,1403,Female,2,Sales Executive,4,Married,5769,1,Yes,11,3,6,6,2,4,4
27,Yes,Travel_Rarely,Research & Development,Life Sciences,1405,Female,1,Research Scientist,3,Single,2394,1,Yes,13,3,8,8,2,7,7
26,No,Travel_Rarely,Research & Development,Medical,1407,Male,1,Research Scientist,4,Single,3904,0,No,12,3,5,4,3,1,1
37,No,Travel_Rarely,Research & Development,Medical,1411,Female,1,Laboratory Technician,3,Single,3629,4,No,18,3,8,3,2,0,2
35,No,Travel_Frequently,Research & Development,Life Sciences,1412,Male,3,Manufacturing Director,4,Single,9362,2,No,11,3,10,2,2,2,2
25,No,Travel_Rarely,Research & Development,Technical Degree,1415,Male,1,Laboratory Technician,4,Married,3229,4,No,11,3,7,3,2,0,2
26,No,Travel_Rarely,Research & Development,Other,1417,Male,1,Laboratory Technician,1,Single,3578,0,No,12,3,8,7,7,0,7
29,No,Travel_Rarely,Human Resources,Other,1419,Male,3,Human Resources,1,Single,7988,1,No,13,3,10,10,9,0,9
29,Yes,Travel_Frequently,Research & Development,Other,1421,Female,3,Healthcare Representative,4,Single,7553,0,Yes,12,3,9,8,7,7,7
36,No,Travel_Rarely,Sales,Marketing,1425,Female,2,Sales Executive,2,Single,9278,3,Yes,16,3,15,5,4,0,1
31,Yes,Travel_Frequently,Sales,Life Sciences,1427,Female,1,Sales Representative,3,Single,1359,1,No,12,3,1,1,0,0,0
30,No,Travel_Rarely,Sales,Marketing,1428,Female,2,Sales Executive,1,Divorced,4779,7,No,14,3,8,3,2,0,2
31,No,Travel_Rarely,Research & Development,Life Sciences,1430,Female,4,Research Director,2,Single,16422,3,No,11,3,9,3,2,1,0
34,No,Travel_Frequently,Research & Development,Other,1431,Male,1,Research Scientist,1,Divorced,2996,5,No,14,3,10,4,3,1,3
31,Yes,Travel_Rarely,Research & Development,Life Sciences,1433,Female,1,Research Scientist,2,Single,1261,1,No,12,3,1,1,0,0,0
27,No,Travel_Rarely,Research & Development,Life Sciences,1434,Male,1,Laboratory Technician,1,Married,2099,0,No,14,3,6,5,0,1,4
36,No,Travel_Rarely,Research & Development,Life Sciences,1435,Male,2,Laboratory Technician,4,Single,5810,1,No,16,3,10,10,4,1,8
36,No,Travel_Rarely,Sales,Marketing,1436,Female,2,Sales Executive,1,Married,5647,4,No,13,3,11,3,2,0,2
47,No,Travel_Rarely,Research & Development,Technical Degree,1438,Male,1,Research Scientist,4,Married,3420,7,No,12,3,17,6,5,1,2
25,Yes,Travel_Rarely,Sales,Life Sciences,1439,Male,1,Sales Representative,1,Married,4400,3,No,12,3,6,3,2,2,2
37,No,Non-Travel,Research & Development,Technical Degree,1440,Male,1,Laboratory Technician,3,Single,3500,0,No,14,3,7,6,5,1,3
24,No,Travel_Rarely,Sales,Medical,1445,Female,2,Sales Executive,3,Married,4162,1,Yes,12,3,5,5,4,0,3
32,No,Travel_Rarely,Sales,Marketing,1446,Male,2,Sales Executive,4,Married,9204,4,No,12,3,7,4,3,0,3
34,No,Travel_Rarely,Research & Development,Life Sciences,1447,Female,1,Laboratory Technician,2,Married,3294,5,No,17,3,7,5,4,0,2
41,No,Travel_Rarely,Research & Development,Medical,1448,Male,1,Research Scientist,3,Married,2127,2,Yes,12,3,7,4,2,0,3
40,No,Non-Travel,Research & Development,Other,1449,Male,2,Laboratory Technician,3,Divorced,3975,3,No,11,3,11,8,7,0,7
46,Yes,Travel_Rarely,Sales,Marketing,1457,Male,3,Sales Executive,4,Divorced,10096,4,No,11,3,28,7,7,4,3
31,Yes,Travel_Frequently,Research & Development,Life Sciences,1459,Female,3,Manufacturing Director,2,Single,7446,1,No,11,3,10,10,8,4,7
45,No,Travel_Rarely,Research & Development,Medical,1460,Male,3,Healthcare Representative,1,Divorced,10851,2,Yes,18,3,24,7,7,0,7
31,Yes,Travel_Frequently,Research & Development,Life Sciences,1464,Male,1,Laboratory Technician,4,Married,3722,6,Yes,13,3,7,2,2,2,2
45,No,Travel_Rarely,Research & Development,Technical Degree,1465,Male,3,Manufacturing Director,4,Married,9380,4,Yes,18,3,10,3,1,1,2
48,No,Travel_Rarely,Sales,Marketing,1466,Male,2,Sales Executive,1,Divorced,5486,4,No,11,3,15,2,2,2,2
34,Yes,Travel_Rarely,Human Resources,Technical Degree,1467,Female,1,Human Resources,3,Married,2742,1,No,15,3,2,2,2,2,2
40,No,Non-Travel,Research & Development,Medical,1468,Male,3,Research Director,2,Divorced,13757,2,No,11,3,16,9,8,4,8
28,No,Travel_Rarely,Sales,Medical,1469,Male,2,Sales Executive,1,Single,8463,0,No,18,3,6,5,4,1,3
44,No,Non-Travel,Research & Development,Life Sciences,1471,Male,1,Laboratory Technician,3,Single,3162,3,No,14,3,7,5,2,0,3
49,No,Travel_Rarely,Research & Development,Technical Degree,1473,Male,2,Healthcare Representative,3,Married,6651,2,No,14,3,20,3,2,1,2
40,No,Travel_Rarely,Research & Development,Medical,1474,Male,1,Research Scientist,3,Divorced,2345,2,No,14,3,8,3,1,1,2
44,No,Travel_Rarely,Research & Development,Life Sciences,1475,Male,1,Research Scientist,2,Single,3420,1,No,13,3,6,5,2,1,3
33,No,Travel_Frequently,Sales,Medical,1477,Male,2,Sales Executive,1,Married,4373,0,No,14,3,5,4,3,0,3
34,No,Travel_Rarely,Sales,Other,1478,Male,2,Sales Executive,1,Single,4759,3,No,18,3,15,13,9,3,12
30,No,Travel_Rarely,Sales,Life Sciences,1479,Male,2,Sales Executive,3,Married,5301,8,No,15,3,4,2,1,2,2
42,No,Travel_Frequently,Research & Development,Medical,1480,Female,1,Laboratory Technician,4,Single,3673,1,No,13,3,12,12,9,5,8
44,No,Travel_Frequently,Sales,Marketing,1481,Female,2,Sales Executive,3,Married,4768,7,No,12,3,11,1,0,0,0
30,No,Non-Travel,Research & Development,Technical Degree,1482,Male,1,Research Scientist,3,Divorced,1274,1,No,13,3,1,1,0,0,0
28,Yes,Travel_Frequently,Sales,Technical Degree,1486,Male,1,Sales Representative,3,Married,2909,3,No,15,3,5,3,2,1,2
29,Yes,Travel_Frequently,Sales,Technical Degree,1487,Female,2,Sales Executive,2,Single,5765,5,No,11,3,7,5,3,0,0
35,No,Travel_Rarely,Sales,Life Sciences,1492,Male,1,Sales Representative,3,Married,2404,1,No,13,3,1,1,0,0,0
24,Yes,Travel_Frequently,Research & Development,Medical,1494,Male,1,Laboratory Technician,1,Single,3172,2,Yes,11,3,4,0,0,0,0
24,No,Non-Travel,Sales,Life Sciences,1495,Female,1,Sales Representative,2,Married,2033,1,No,13,3,1,1,0,0,0
44,No,Travel_Frequently,Research & Development,Medical,1496,Male,3,Manufacturing Director,3,Single,10209,5,Yes,18,3,16,2,2,2,2
29,No,Travel_Rarely,Sales,Life Sciences,1497,Male,2,Sales Executive,3,Divorced,8620,1,No,14,3,10,10,7,0,4
55,No,Travel_Rarely,Research & Development,Life Sciences,1501,Male,2,Healthcare Representative,3,Married,4035,0,Yes,16,3,4,3,2,1,2
33,No,Travel_Rarely,Research & Development,Medical,1502,Female,1,Laboratory Technician,2,Married,3838,8,No,11,3,8,5,4,0,2
47,No,Travel_Rarely,Sales,Medical,1503,Female,2,Sales Executive,3,Married,4591,3,Yes,17,3,11,5,4,1,2
28,Yes,Travel_Frequently,Research & Development,Medical,1504,Male,1,Laboratory Technician,1,Single,2561,7,No,11,3,8,0,0,0,0
28,No,Travel_Rarely,Research & Development,Life Sciences,1506,Male,1,Research Scientist,3,Divorced,1563,1,No,14,3,1,1,0,0,0
28,No,Travel_Frequently,Sales,Life Sciences,1507,Male,2,Sales Executive,1,Single,4898,0,No,14,3,5,4,2,1,3
29,No,Travel_Frequently,Research & Development,Life Sciences,1513,Female,1,Laboratory Technician,2,Married,3180,0,No,13,3,4,3,2,0,2
28,No,Travel_Rarely,Research & Development,Life Sciences,1514,Male,2,Manufacturing Director,2,Married,6549,1,No,14,3,8,8,6,1,7
33,No,Travel_Rarely,Research & Development,Life Sciences,1515,Male,2,Healthcare Representative,3,Single,6388,2,Yes,17,3,14,0,0,0,0
29,Yes,Travel_Rarely,Research & Development,Technical Degree,1522,Male,1,Research Scientist,1,Single,2362,6,No,13,3,11,9,7,0,7
39,No,Travel_Rarely,Research & Development,Life Sciences,1525,Female,3,Manufacturing Director,2,Single,8376,4,No,18,3,9,2,0,2,2
35,No,Travel_Rarely,Research & Development,Life Sciences,1529,Female,3,Healthcare Representative,2,Single,8606,1,No,19,3,11,11,8,3,3
23,No,Travel_Rarely,Research & Development,Life Sciences,1533,Male,2,Laboratory Technician,3,Single,2272,0,No,14,3,5,4,3,1,2
40,Yes,Travel_Rarely,Research & Development,Life Sciences,1534,Male,1,Laboratory Technician,1,Single,2018,3,No,14,3,15,5,4,1,0
31,Yes,Travel_Frequently,Research & Development,Life Sciences,1537,Female,1,Research Scientist,3,Single,4084,1,No,12,3,7,7,2,7,7
42,No,Travel_Rarely,Research & Development,Medical,1542,Male,1,Laboratory Technician,2,Married,4841,4,No,14,3,4,1,0,0,0
37,No,Travel_Rarely,Research & Development,Medical,1543,Male,2,Research Scientist,4,Married,4285,1,No,17,3,10,10,8,3,7
29,No,Travel_Rarely,Research & Development,Other,1544,Female,2,Healthcare Representative,1,Married,9715,3,No,13,3,9,7,7,0,7
33,No,Travel_Rarely,Research & Development,Life Sciences,1545,Male,2,Manufacturing Director,2,Single,4320,1,No,13,3,5,5,3,0,2
40,No,Travel_Rarely,Sales,Medical,1548,Male,2,Sales Executive,1,Married,5473,0,No,12,3,9,8,4,7,1
33,No,Travel_Rarely,Research & Development,Life Sciences,1549,Male,2,Laboratory Technician,3,Married,5207,1,Yes,12,3,15,15,14,5,7
24,No,Travel_Rarely,Research & Development,Technical Degree,1551,Male,1,Laboratory Technician,1,Divorced,2296,0,No,14,3,2,1,1,0,0
40,No,Non-Travel,Research & Development,Life Sciences,1552,Male,2,Healthcare Representative,4,Divorced,4069,3,Yes,18,3,8,2,2,2,2
45,No,Travel_Rarely,Research & Development,Technical Degree,1553,Male,3,Healthcare Representative,2,Divorced,7441,1,No,12,3,10,10,8,7,7
32,No,Travel_Rarely,Research & Development,Life Sciences,1555,Female,2,Research Scientist,2,Married,5878,3,No,12,3,12,7,1,2,5
48,No,Travel_Rarely,Sales,Life Sciences,1557,Female,2,Sales Executive,3,Divorced,6439,8,No,14,3,18,8,7,7,7
29,No,Travel_Rarely,Research & Development,Life Sciences,1558,Male,1,Research Scientist,3,Married,2451,6,No,18,3,5,1,0,0,0
33,No,Travel_Rarely,Sales,Life Sciences,1560,Male,2,Sales Executive,1,Married,6392,2,No,13,3,8,2,2,2,2
30,Yes,Travel_Rarely,Sales,Life Sciences,1562,Male,2,Sales Executive,1,Married,9714,1,No,11,3,10,10,8,6,7
38,No,Travel_Frequently,Human Resources,Human Resources,1563,Male,2,Human Resources,3,Married,6077,3,No,11,3,10,6,3,1,2
35,No,Travel_Rarely,Research & Development,Medical,1564,Male,1,Laboratory Technician,1,Single,2450,1,No,19,3,3,3,0,1,2
30,No,Travel_Rarely,Sales,Technical Degree,1568,Male,3,Sales Executive,2,Married,9250,3,No,12,3,9,4,2,1,3
35,Yes,Travel_Rarely,Research & Development,Life Sciences,1569,Female,1,Laboratory Technician,1,Divorced,2074,1,Yes,12,3,1,1,0,0,0
38,Yes,Travel_Rarely,Research & Development,Medical,1573,Male,2,Manufacturing Director,2,Married,4855,4,No,11,3,7,5,2,1,4
32,No,Non-Travel,Research & Development,Technical Degree,1574,Male,2,Research Scientist,1,Married,4087,4,No,14,3,9,6,5,1,2
48,No,Travel_Rarely,Research & Development,Other,1576,Female,1,Research Scientist,1,Married,2367,8,No,12,3,10,8,2,7,6
34,No,Travel_Rarely,Research & Development,Medical,1577,Male,1,Research Scientist,4,Single,2972,1,No,13,3,1,1,0,0,0
38,No,Travel_Rarely,Sales,Life Sciences,1582,Male,2,Sales Executive,2,Married,9924,0,No,11,3,10,9,8,7,7
38,No,Travel_Rarely,Sales,Life Sciences,1583,Female,2,Sales Executive,2,Single,4198,2,No,12,3,8,3,2,1,2
36,No,Travel_Rarely,Sales,Life Sciences,1585,Female,2,Sales Executive,3,Single,6815,6,No,13,3,15,1,0,0,0
29,No,Travel_Rarely,Research & Development,Medical,1586,Male,1,Laboratory Technician,1,Single,4723,1,Yes,18,3,10,10,9,1,5
35,No,Travel_Rarely,Research & Development,Medical,1587,Female,2,Healthcare Representative,3,Single,6142,3,Yes,16,3,10,5,2,0,4
39,No,Travel_Rarely,Sales,Medical,1588,Male,3,Sales Executive,3,Married,8237,2,No,11,3,11,7,6,7,6
29,No,Travel_Frequently,Research & Development,Life Sciences,1590,Male,2,Healthcare Representative,4,Divorced,8853,1,No,19,3,6,6,4,1,3
23,No,Travel_Rarely,Research & Development,Technical Degree,1592,Male,1,Research Scientist,3,Married,2073,2,No,16,3,4,2,2,2,2
36,No,Travel_Frequently,Research & Development,Life Sciences,1594,Male,2,Laboratory Technician,1,Married,5562,3,Yes,13,3,9,3,2,0,2
35,No,Travel_Rarely,Research & Development,Life Sciences,1596,Male,2,Laboratory Technician,3,Married,3407,1,No,17,3,10,10,9,6,8
34,No,Travel_Frequently,Research & Development,Technical Degree,1597,Male,2,Healthcare Representative,3,Married,5063,1,No,14,3,8,8,2,7,7
40,No,Travel_Rarely,Sales,Life Sciences,1598,Female,2,Sales Executive,1,Married,4639,1,No,15,3,5,5,4,1,2
43,No,Travel_Rarely,Research & Development,Technical Degree,1599,Male,1,Laboratory Technician,2,Divorced,4876,5,No,12,3,8,6,4,0,2
35,No,Travel_Rarely,Research & Development,Life Sciences,1601,Male,1,Laboratory Technician,4,Married,2690,1,No,18,3,1,1,0,0,1
28,Yes,Travel_Rarely,Research & Development,Medical,1604,Male,1,Laboratory Technician,2,Married,2408,1,Yes,17,3,1,1,1,0,0
22,No,Non-Travel,Research & Development,Other,1605,Female,1,Research Scientist,3,Married,2814,1,Yes,14,3,4,4,2,1,3
32,No,Travel_Rarely,Research & Development,Other,1607,Female,1,Research Scientist,4,Married,3312,3,No,17,3,6,3,2,0,2
30,No,Travel_Rarely,Research & Development,Medical,1609,Male,1,Research Scientist,2,Married,2141,1,No,12,3,6,6,4,1,1
45,No,Travel_Rarely,Research & Development,Medical,1611,Female,2,Laboratory Technician,1,Single,5769,1,Yes,14,3,10,10,7,1,4
45,No,Non-Travel,Sales,Marketing,1612,Male,2,Sales Executive,1,Married,4385,1,No,15,3,10,10,7,4,5
31,No,Travel_Frequently,Sales,Other,1613,Male,2,Sales Executive,1,Single,5332,7,No,13,3,10,5,2,0,3
34,No,Travel_Frequently,Research & Development,Life Sciences,1615,Male,2,Manufacturing Director,4,Divorced,4724,1,No,13,3,9,9,7,7,2
49,No,Travel_Rarely,Research & Development,Life Sciences,1617,Female,1,Laboratory Technician,1,Married,3211,1,No,14,3,10,9,6,1,4
39,No,Travel_Rarely,Research & Development,Medical,1618,Male,2,Manufacturing Director,1,Married,5377,2,No,13,3,10,7,7,7,7
27,No,Travel_Rarely,Research & Development,Other,1619,Male,1,Laboratory Technician,1,Divorced,4066,1,No,11,3,7,7,7,0,7
21,No,Travel_Rarely,Research & Development,Medical,1623,Male,1,Research Scientist,4,Single,3117,1,No,18,3,3,2,2,2,2
18,Yes,Travel_Frequently,Sales,Medical,1624,Female,1,Sales Representative,4,Single,1569,1,Yes,12,3,0,0,0,0,0
39,No,Travel_Rarely,Research & Development,Medical,1627,Male,2,Laboratory Technician,3,Divorced,3069,0,No,15,3,11,10,8,0,7
35,No,Non-Travel,Research & Development,Life Sciences,1630,Female,2,Healthcare Representative,3,Married,4148,1,No,12,3,15,14,11,2,9
37,No,Travel_Rarely,Research & Development,Life Sciences,1631,Male,2,Manufacturing Director,3,Married,5768,3,No,17,3,9,4,3,0,2
39,No,Travel_Frequently,Research & Development,Medical,1633,Female,2,Manufacturing Director,3,Single,5042,0,No,13,3,10,9,2,3,8
45,No,Travel_Rarely,Research & Development,Other,1635,Female,2,Manufacturing Director,4,Divorced,5770,1,No,19,3,10,10,7,3,9
38,No,Travel_Rarely,Research & Development,Medical,1638,Female,3,Manufacturing Director,3,Married,7756,3,Yes,19,3,10,5,4,0,2
37,No,Travel_Rarely,Research & Development,Medical,1640,Female,1,Research Scientist,2,Married,3936,1,No,11,3,8,8,4,7,7
40,No,Travel_Rarely,Research & Development,Life Sciences,1641,Female,3,Manufacturing Director,4,Single,7945,6,Yes,15,3,18,4,2,3,3
44,No,Travel_Frequently,Human Resources,Human Resources,1642,Male,2,Human Resources,4,Married,5743,4,Yes,11,3,14,10,7,0,2
35,Yes,Travel_Rarely,Sales,Medical,1645,Male,2,Sales Executive,4,Divorced,5440,6,Yes,14,3,7,2,2,2,2
24,No,Travel_Frequently,Research & Development,Technical Degree,1646,Female,1,Research Scientist,4,Single,3760,1,Yes,13,3,6,6,3,1,3
27,No,Travel_Rarely,Research & Development,Medical,1647,Female,1,Research Scientist,3,Married,3517,7,No,17,3,5,3,2,0,2
27,No,Travel_Frequently,Research & Development,Medical,1648,Male,1,Research Scientist,4,Single,2580,2,No,13,3,6,4,2,1,2
40,Yes,Travel_Rarely,Research & Development,Life Sciences,1649,Male,1,Laboratory Technician,1,Single,2166,3,Yes,14,3,10,4,2,0,3
36,No,Travel_Rarely,Research & Development,Life Sciences,1651,Female,3,Healthcare Representative,1,Married,8008,4,No,12,3,9,3,2,0,2
25,No,Travel_Frequently,Research & Development,Life Sciences,1653,Male,2,Manufacturing Director,3,Divorced,5206,1,No,17,3,7,7,7,0,7
49,No,Travel_Rarely,Research & Development,Other,1655,Female,4,Research Director,2,Married,16413,3,No,16,3,27,4,2,1,2
50,No,Travel_Rarely,Research & Development,Life Sciences,1656,Female,3,Research Director,1,Divorced,13269,5,No,15,3,19,14,11,1,11
20,No,Travel_Rarely,Sales,Medical,1657,Female,1,Sales Representative,3,Single,2783,1,No,19,3,2,2,2,2,2
34,No,Travel_Rarely,Research & Development,Life Sciences,1658,Female,2,Research Scientist,2,Divorced,5433,1,No,12,3,11,11,8,7,9
36,No,Travel_Rarely,Research & Development,Life Sciences,1659,Male,1,Laboratory Technician,2,Single,2013,2,No,11,3,15,4,3,1,3
36,No,Non-Travel,Research & Development,Medical,1662,Female,2,Manufacturing Director,3,Married,4374,0,No,15,3,4,3,2,1,2
38,No,Travel_Frequently,Research & Development,Life Sciences,1668,Male,2,Research Scientist,4,Married,4735,7,No,15,3,19,13,11,2,9
29,No,Travel_Rarely,Sales,Medical,1669,Male,2,Sales Executive,2,Divorced,4187,1,Yes,13,3,10,10,0,0,9
33,No,Travel_Rarely,Sales,Medical,1670,Male,2,Sales Executive,4,Divorced,5505,1,No,14,3,6,6,2,0,4
32,No,Travel_Rarely,Research & Development,Medical,1671,Male,2,Research Scientist,2,Divorced,5470,0,No,13,3,10,9,5,1,6
31,No,Travel_Rarely,Sales,Life Sciences,1673,Female,2,Sales Executive,4,Married,5476,1,No,11,3,10,10,0,0,2
49,No,Travel_Rarely,Research & Development,Medical,1674,Female,1,Laboratory Technician,1,Divorced,2587,4,Yes,16,3,17,2,2,2,2
49,No,Travel_Rarely,Research & Development,Life Sciences,1677,Male,4,Manager,3,Single,15379,4,No,14,3,23,8,7,0,0
41,No,Travel_Rarely,Sales,Life Sciences,1678,Male,3,Sales Executive,3,Single,7082,3,Yes,16,3,21,2,0,0,2
20,No,Travel_Rarely,Sales,Life Sciences,1680,Male,1,Sales Representative,1,Single,2728,1,No,11,3,2,2,2,0,2
36,No,Travel_Rarely,Research & Development,Life Sciences,1682,Male,2,Healthcare Representative,3,Married,5347,6,No,14,3,10,3,2,0,2
44,No,Travel_Rarely,Human Resources,Life Sciences,1683,Female,1,Human Resources,4,Divorced,3195,4,Yes,18,3,8,2,2,2,2
23,Yes,Travel_Rarely,Research & Development,Medical,1684,Male,1,Laboratory Technician,3,Single,3989,1,Yes,11,3,5,5,4,1,2
38,No,Travel_Rarely,Research & Development,Medical,1687,Female,1,Laboratory Technician,3,Married,3306,7,No,19,3,7,0,0,0,0
53,No,Travel_Rarely,Research & Development,Medical,1689,Male,3,Healthcare Representative,4,Married,7005,3,No,15,3,11,4,3,1,2
48,Yes,Travel_Frequently,Sales,Medical,1691,Female,1,Sales Representative,3,Married,2655,2,Yes,11,3,19,9,7,7,7
32,Yes,Travel_Rarely,Research & Development,Life Sciences,1692,Male,1,Laboratory Technician,2,Single,1393,1,No,12,3,1,1,0,0,0
55,No,Travel_Rarely,Research & Development,Technical Degree,1694,Male,1,Research Scientist,2,Divorced,3537,5,No,12,3,8,4,2,1,2
34,No,Travel_Rarely,Research & Development,Medical,1696,Male,2,Laboratory Technician,4,Married,3986,1,No,14,3,15,15,10,4,13
33,No,Travel_Rarely,Research & Development,Medical,1698,Male,1,Laboratory Technician,2,Married,2028,1,No,18,3,14,14,11,2,13
37,No,Travel_Frequently,Sales,Medical,1700,Male,2,Sales Executive,4,Divorced,9525,1,No,14,3,6,6,3,1,3
44,No,Travel_Rarely,Research & Development,Life Sciences,1703,Female,3,Healthcare Representative,4,Married,7879,1,Yes,19,3,9,8,7,6,7
35,No,Travel_Frequently,Research & Development,Medical,1704,Male,1,Research Scientist,4,Single,4930,0,Yes,14,3,6,5,4,1,4
24,No,Travel_Rarely,Research & Development,Medical,1707,Male,1,Research Scientist,3,Married,4401,1,No,16,3,5,5,3,0,4
36,No,Travel_Rarely,Sales,Life Sciences,1710,Female,2,Sales Representative,4,Single,4502,3,No,15,3,17,13,7,6,7
24,Yes,Travel_Rarely,Human Resources,Human Resources,1714,Male,1,Human Resources,3,Married,1555,1,No,11,3,1,1,0,0,0
26,No,Travel_Rarely,Research & Development,Medical,1718,Male,1,Laboratory Technician,3,Married,2305,1,No,15,3,3,3,2,0,2
32,No,Travel_Frequently,Research & Development,Life Sciences,1720,Male,1,Research Scientist,3,Married,3433,6,No,13,3,10,5,2,1,3
31,No,Travel_Rarely,Research & Development,Life Sciences,1721,Male,1,Laboratory Technician,3,Married,3477,1,No,14,3,6,5,2,0,3
41,No,Non-Travel,Human Resources,Human Resources,1722,Male,2,Human Resources,2,Married,6430,6,No,19,3,10,3,2,1,2
40,No,Travel_Rarely,Research & Development,Life Sciences,1724,Female,2,Manufacturing Director,1,Married,6516,2,Yes,16,3,18,1,0,0,0
24,No,Travel_Rarely,Research & Development,Medical,1725,Male,1,Laboratory Technician,1,Divorced,3907,1,No,13,3,6,6,2,1,2
46,No,Travel_Rarely,Research & Development,Life Sciences,1727,Male,2,Healthcare Representative,2,Single,5562,6,No,14,3,19,10,7,0,9
35,No,Travel_Rarely,Research & Development,Life Sciences,1728,Male,2,Manufacturing Director,3,Married,6883,2,No,16,3,17,7,7,0,7
30,No,Travel_Rarely,Research & Development,Life Sciences,1729,Male,1,Research Scientist,4,Married,2862,1,No,12,3,10,10,0,0,8
